"type","ref","id","created","rate","currency","amount","tip","total","fee","platform_fee","amount_fiat","tip_fiat","total_fiat","fee_fiat","platform_fee_fiat"
"lightning","07f30d5bdc7f1a91d597c65930ac5f7da54fb0ef1137aa8e1166a3328c8896c8","95adafe2-52b7-42eb-9524-83f4c3d981f3","Fri Sep 19 2025 01:04:33 GMT-0700 (Pacific Daylight Time)","161245.1672426","CAD","21","","21","","","CA$0.03","","CA$0.03","",""
